"idx","num_of_columns","columns","wlp","is_comp"
520,15,"1 2 4 8 16 31 7 11 21 25 13 14 19 22 26","0 105 0 280 0 435 0 168 0 35 0 0 0",FALSE
521,15,"1 2 4 8 16 31 7 11 21 25 13 14 19 22 3","6 77 62 168 188 203 188 56 62 7 6 0 0",FALSE
522,15,"1 2 4 8 16 31 7 11 21 25 13 14 19 22 6","7 77 56 168 203 203 168 56 77 7 0 0 1",FALSE
523,15,"1 2 4 8 16 31 7 11 21 25 13 14 19 3 17","10 60 90 141 212 193 164 98 34 18 2 1 0",FALSE
524,15,"1 2 4 8 16 31 7 11 21 25 13 14 19 3 5","10 61 90 136 212 203 164 88 34 23 2 0 0",FALSE
525,15,"1 2 4 8 16 31 7 11 21 25 13 14 19 3 6","11 60 85 141 222 193 154 98 39 18 1 1 0",FALSE
526,15,"1 2 4 8 16 15 19 21 25 30 3 5 23 9 27","12 49 108 144 176 219 176 80 36 19 4 0 0",FALSE
527,15,"1 2 4 8 16 31 7 11 21 13 14 26 3 17 23","12 51 102 144 192 207 164 96 36 13 6 0 0",FALSE
528,15,"1 2 4 8 16 31 7 11 21 25 13 14 17 3 20","12 51 102 144 192 207 164 96 36 13 6 0 0",FALSE
529,15,"1 2 4 8 16 31 7 11 21 25 13 14 17 18 20","12 52 100 141 200 209 152 98 44 10 4 1 0",FALSE
530,15,"1 2 4 8 16 31 7 11 21 13 14 26 3 17 6","12 53 100 136 200 219 152 88 44 15 4 0 0",FALSE
531,15,"1 2 4 8 16 31 7 11 21 25 13 14 17 20 24","12 53 100 136 200 219 152 88 44 15 4 0 0",FALSE
532,15,"1 2 4 8 16 31 7 11 21 13 14 26 3 6 9","12 57 100 120 200 243 152 72 44 19 4 0 0",FALSE
533,15,"1 2 4 8 16 31 7 11 21 25 13 14 19 6 10","12 61 80 136 232 203 144 88 44 23 0 0 0",FALSE
534,15,"1 2 4 8 16 15 19 21 25 30 3 5 23 9 10","13 48 103 149 186 209 166 90 41 14 3 1 0",FALSE
535,15,"1 2 4 8 16 31 7 11 21 13 14 17 18 20 9","13 48 103 149 186 209 166 90 41 14 3 1 0",FALSE
536,15,"1 2 4 8 16 31 7 11 21 25 13 14 17 18 3","13 50 97 149 202 197 154 106 41 8 5 1 0",FALSE
537,15,"1 2 4 8 16 31 7 11 21 25 13 14 17 18 5","13 50 97 149 202 197 154 106 41 8 5 1 0",FALSE
538,15,"1 2 4 8 16 15 19 21 25 30 3 5 23 9 6","13 50 101 141 194 221 154 82 49 16 1 1 0",FALSE
539,15,"1 2 4 8 16 31 7 11 21 13 14 26 3 17 18","13 51 96 144 207 207 144 96 51 13 0 0 1",FALSE
540,15,"1 2 4 8 16 31 7 11 21 25 13 14 17 20 6","13 51 96 144 207 207 144 96 51 13 0 0 1",FALSE
541,15,"1 2 4 8 16 31 7 11 21 25 13 14 17 3 5","13 51 97 144 202 207 154 96 41 13 5 0 0",FALSE
542,15,"1 2 4 8 16 31 7 11 21 25 13 14 17 20 9","13 51 97 144 202 207 154 96 41 13 5 0 0",FALSE
543,15,"1 2 4 8 16 15 19 21 25 3 29 5 27 7 14","14 45 102 160 180 195 180 96 30 15 6 0 0",FALSE
544,15,"1 2 4 8 16 15 19 21 25 30 3 5 10 29 7","14 46 100 157 188 197 168 98 38 12 4 1 0",FALSE
545,15,"1 2 4 8 16 15 19 21 25 30 3 5 10 12 7","14 47 100 152 188 207 168 88 38 17 4 0 0",FALSE
546,15,"1 2 4 8 16 15 19 21 25 30 3 5 23 9 7","14 47 100 152 188 207 168 88 38 17 4 0 0",FALSE
547,15,"1 2 4 8 16 31 7 11 21 13 14 17 18 6 9","14 47 100 152 188 207 168 88 38 17 4 0 0",FALSE
548,15,"1 2 4 8 16 31 7 11 21 13 14 17 18 20 3","14 48 98 149 196 209 156 90 46 14 2 1 0",FALSE
549,15,"1 2 4 8 16 31 7 11 21 25 13 3 17 6 9","14 48 98 149 196 209 156 90 46 14 2 1 0",FALSE
550,15,"1 2 4 8 16 31 7 11 21 25 13 3 17 6 20","14 48 98 149 196 209 156 90 46 14 2 1 0",FALSE
551,15,"1 2 4 8 16 15 19 21 25 30 3 5 10 12 6","14 49 98 144 196 219 156 80 46 19 2 0 0",FALSE
552,15,"1 2 4 8 16 31 7 11 21 13 14 17 20 3 6","14 49 98 144 196 219 156 80 46 19 2 0 0",FALSE
553,15,"1 2 4 8 16 31 7 11 21 25 13 14 17 5 6","14 50 92 149 212 197 144 106 46 8 4 1 0",FALSE
554,15,"1 2 4 8 16 31 7 11 21 13 14 26 3 17 5","14 51 92 144 212 207 144 96 46 13 4 0 0",FALSE
555,15,"1 2 4 8 16 31 7 11 21 25 13 14 17 5 9","14 51 92 144 212 207 144 96 46 13 4 0 0",FALSE
556,15,"1 2 4 8 16 31 7 11 21 25 13 14 17 20 5","14 51 92 144 212 207 144 96 46 13 4 0 0",FALSE
557,15,"1 2 4 8 16 31 7 11 21 13 14 26 3 6 10","14 53 94 136 204 219 156 88 38 15 6 0 0",FALSE
558,15,"1 2 4 8 16 31 7 11 21 25 13 14 3 5 9","14 53 94 136 204 219 156 88 38 15 6 0 0",FALSE
559,15,"1 2 4 8 16 15 19 21 25 30 3 5 10 29 17","15 44 97 165 190 185 170 106 35 10 5 1 0",FALSE
560,15,"1 2 4 8 16 15 19 21 25 3 29 5 10 12 18","15 45 96 160 195 195 160 96 45 15 0 0 1",FALSE
561,15,"1 2 4 8 16 15 19 21 25 30 3 5 10 7 26","15 45 96 160 195 195 160 96 45 15 0 0 1",FALSE
562,15,"1 2 4 8 16 15 19 21 25 30 3 5 10 12 17","15 45 96 160 195 195 160 96 45 15 0 0 1",FALSE
563,15,"1 2 4 8 16 31 7 11 21 13 17 3 24 12 18","15 45 96 160 195 195 160 96 45 15 0 0 1",FALSE
564,15,"1 2 4 8 16 31 7 11 21 25 3 17 23 27 30","15 45 96 160 195 195 160 96 45 15 0 0 1",FALSE
565,15,"1 2 4 8 16 15 19 21 25 3 29 5 27 7 18","15 45 97 160 190 195 170 96 35 15 5 0 0",FALSE
566,15,"1 2 4 8 16 15 19 21 25 30 3 5 10 7 11","15 45 97 160 190 195 170 96 35 15 5 0 0",FALSE
567,15,"1 2 4 8 16 15 19 21 25 3 29 5 27 7 17","15 46 95 157 198 197 158 98 43 12 3 1 0",FALSE
568,15,"1 2 4 8 16 31 7 11 21 13 14 17 18 6 10","15 46 95 157 198 197 158 98 43 12 3 1 0",FALSE
569,15,"1 2 4 8 16 31 7 11 21 13 17 3 24 12 10","15 46 95 157 198 197 158 98 43 12 3 1 0",FALSE
570,15,"1 2 4 8 16 31 7 11 21 25 13 3 17 5 18","15 46 95 157 198 197 158 98 43 12 3 1 0",FALSE
571,15,"1 2 4 8 16 31 7 11 21 25 13 3 17 6 18","15 46 95 157 198 197 158 98 43 12 3 1 0",FALSE
572,15,"1 2 4 8 16 31 7 11 21 25 13 3 18 5 20","15 46 95 157 198 197 158 98 43 12 3 1 0",FALSE
573,15,"1 2 4 8 16 31 7 11 21 25 13 3 18 20 24","15 46 95 157 198 197 158 98 43 12 3 1 0",FALSE
574,15,"1 2 4 8 16 31 7 11 21 13 14 17 18 6 3","15 47 95 152 198 207 158 88 43 17 3 0 0",FALSE
575,15,"1 2 4 8 16 31 7 11 21 13 14 17 18 6 5","15 47 95 152 198 207 158 88 43 17 3 0 0",FALSE
576,15,"1 2 4 8 16 31 7 11 21 13 14 17 20 3 10","15 47 95 152 198 207 158 88 43 17 3 0 0",FALSE
577,15,"1 2 4 8 16 31 7 11 21 13 17 3 24 12 5","15 47 95 152 198 207 158 88 43 17 3 0 0",FALSE
578,15,"1 2 4 8 16 31 7 11 21 25 13 3 17 6 5","15 47 95 152 198 207 158 88 43 17 3 0 0",FALSE
579,15,"1 2 4 8 16 31 7 11 21 13 14 17 18 20 5","15 48 93 149 206 209 146 90 51 14 1 1 0",FALSE
580,15,"1 2 4 8 16 31 7 11 21 25 13 3 18 6 10","15 48 93 149 206 209 146 90 51 14 1 1 0",FALSE
581,15,"1 2 4 8 16 15 19 21 25 30 3 5 23 6 7","15 50 95 141 198 221 158 82 43 16 3 1 0",FALSE
582,15,"1 2 4 8 16 31 7 11 21 13 14 17 3 6 9","15 50 95 141 198 221 158 82 43 16 3 1 0",FALSE
583,15,"1 2 4 8 16 31 7 11 21 25 13 14 3 5 6","15 52 89 141 214 209 146 98 43 10 5 1 0",FALSE
584,15,"1 2 4 8 16 31 7 11 21 25 13 14 5 6 9","15 52 89 141 214 209 146 98 43 10 5 1 0",FALSE
585,15,"1 2 4 8 16 31 7 11 21 13 14 26 3 6 5","15 53 88 136 219 219 136 88 53 15 0 0 1",FALSE
586,15,"1 2 4 8 16 31 7 11 21 25 13 14 5 9 15","15 53 88 136 219 219 136 88 53 15 0 0 1",FALSE
587,15,"1 2 4 8 16 31 7 11 21 13 17 3 24 15 9","16 44 92 165 200 185 160 106 40 10 4 1 0",FALSE
588,15,"1 2 4 8 16 15 19 21 25 3 29 5 12 18 7","16 45 92 160 200 195 160 96 40 15 4 0 0",FALSE
589,15,"1 2 4 8 16 15 19 21 25 3 29 5 27 6 17","16 45 92 160 200 195 160 96 40 15 4 0 0",FALSE
590,15,"1 2 4 8 16 15 19 21 25 3 29 5 27 7 6","16 45 92 160 200 195 160 96 40 15 4 0 0",FALSE
591,15,"1 2 4 8 16 15 19 21 25 30 3 5 10 7 17","16 45 92 160 200 195 160 96 40 15 4 0 0",FALSE
592,15,"1 2 4 8 16 31 7 11 21 13 17 3 23 10 15","16 45 92 160 200 195 160 96 40 15 4 0 0",FALSE
593,15,"1 2 4 8 16 31 7 11 21 13 17 3 23 10 20","16 45 92 160 200 195 160 96 40 15 4 0 0",FALSE
594,15,"1 2 4 8 16 31 7 11 21 13 17 3 24 12 15","16 45 92 160 200 195 160 96 40 15 4 0 0",FALSE
595,15,"1 2 4 8 16 31 7 11 21 13 17 3 24 15 5","16 45 92 160 200 195 160 96 40 15 4 0 0",FALSE
596,15,"1 2 4 8 16 31 7 11 21 13 17 3 24 15 10","16 45 92 160 200 195 160 96 40 15 4 0 0",FALSE
597,15,"1 2 4 8 16 31 7 11 21 13 14 17 18 3 5","16 46 90 157 208 197 148 98 48 12 2 1 0",FALSE
598,15,"1 2 4 8 16 31 7 11 21 13 17 3 24 5 10","16 46 90 157 208 197 148 98 48 12 2 1 0",FALSE
599,15,"1 2 4 8 16 31 7 11 21 25 13 3 18 5 6","16 46 90 157 208 197 148 98 48 12 2 1 0",FALSE
600,15,"1 2 4 8 16 15 19 21 25 3 29 5 10 12 6","16 47 90 152 208 207 148 88 48 17 2 0 0",FALSE
601,15,"1 2 4 8 16 31 7 11 21 13 14 17 18 5 10","16 47 90 152 208 207 148 88 48 17 2 0 0",FALSE
602,15,"1 2 4 8 16 31 7 11 21 13 14 17 20 3 5","16 47 90 152 208 207 148 88 48 17 2 0 0",FALSE
603,15,"1 2 4 8 16 31 7 11 21 25 13 3 18 20 6","16 47 90 152 208 207 148 88 48 17 2 0 0",FALSE
604,15,"1 2 4 8 16 15 19 21 25 30 3 5 23 7 17","16 47 94 152 192 207 172 88 32 17 6 0 0",FALSE
605,15,"1 2 4 8 16 31 7 11 13 14 17 18 5 12 6","16 47 94 152 192 207 172 88 32 17 6 0 0",FALSE
606,15,"1 2 4 8 16 31 7 11 13 14 17 18 5 9 6","16 48 92 149 200 209 160 90 40 14 4 1 0",FALSE
607,15,"1 2 4 8 16 31 7 11 21 13 14 17 3 6 10","16 48 92 149 200 209 160 90 40 14 4 1 0",FALSE
608,15,"1 2 4 8 16 31 7 11 21 25 13 3 5 9 6","16 48 92 149 200 209 160 90 40 14 4 1 0",FALSE
609,15,"1 2 4 8 16 31 7 11 21 25 3 17 23 27 19","16 49 88 144 216 219 136 80 56 19 0 0 0",FALSE
610,15,"1 2 4 8 16 31 7 11 21 13 14 17 20 10 15","16 49 92 144 200 219 160 80 40 19 4 0 0",FALSE
611,15,"1 2 4 8 16 31 7 11 21 25 13 3 5 9 12","16 49 92 144 200 219 160 80 40 19 4 0 0",FALSE
612,15,"1 2 4 8 16 31 7 11 21 13 14 26 3 5 10","16 53 84 136 224 219 136 88 48 15 4 0 0",FALSE
613,15,"1 2 4 8 16 31 7 11 21 25 13 14 5 9 12","16 53 84 136 224 219 136 88 48 15 4 0 0",FALSE
614,15,"1 2 4 8 16 31 7 11 21 13 14 3 6 9 12","16 57 96 120 192 243 160 72 48 19 0 0 0",FALSE
615,15,"1 2 4 8 16 15 19 21 25 3 29 5 10 12 17","17 44 87 165 210 185 150 106 45 10 3 1 0",FALSE
616,15,"1 2 4 8 16 31 7 11 21 13 3 18 20 10 15","17 44 87 165 210 185 150 106 45 10 3 1 0",FALSE
617,15,"1 2 4 8 16 31 7 11 21 13 3 18 20 10 5","17 45 87 160 210 195 150 96 45 15 3 0 0",FALSE
618,15,"1 2 4 8 16 31 7 11 21 13 3 18 20 10 6","17 45 87 160 210 195 150 96 45 15 3 0 0",FALSE
619,15,"1 2 4 8 16 31 7 11 21 13 17 3 24 9 10","17 45 87 160 210 195 150 96 45 15 3 0 0",FALSE
620,15,"1 2 4 8 16 31 7 11 21 25 13 5 6 18 20","17 46 85 157 218 197 138 98 53 12 1 1 0",FALSE
621,15,"1 2 4 8 16 15 19 21 25 3 29 5 6 18 7","17 46 89 157 202 197 162 98 37 12 5 1 0",FALSE
622,15,"1 2 4 8 16 15 19 21 25 30 3 5 6 17 7","17 46 89 157 202 197 162 98 37 12 5 1 0",FALSE
623,15,"1 2 4 8 16 31 7 11 13 14 17 18 5 9 3","17 46 89 157 202 197 162 98 37 12 5 1 0",FALSE
624,15,"1 2 4 8 16 31 7 11 13 14 17 18 5 9 12","17 46 89 157 202 197 162 98 37 12 5 1 0",FALSE
625,15,"1 2 4 8 16 31 7 11 21 13 17 3 9 15 10","17 46 89 157 202 197 162 98 37 12 5 1 0",FALSE
626,15,"1 2 4 8 16 15 19 21 25 30 3 5 6 7 22","17 47 88 152 207 207 152 88 47 17 0 0 1",FALSE
627,15,"1 2 4 8 16 31 7 11 13 14 17 18 5 6 15","17 47 88 152 207 207 152 88 47 17 0 0 1",FALSE
628,15,"1 2 4 8 16 31 7 11 21 13 17 3 23 5 20","17 47 88 152 207 207 152 88 47 17 0 0 1",FALSE
629,15,"1 2 4 8 16 31 7 11 13 14 17 18 5 12 3","17 47 89 152 202 207 162 88 37 17 5 0 0",FALSE
630,15,"1 2 4 8 16 31 7 11 21 13 17 3 23 6 5","17 47 89 152 202 207 162 88 37 17 5 0 0",FALSE
631,15,"1 2 4 8 16 31 7 11 21 13 14 17 3 5 10","17 48 87 149 210 209 150 90 45 14 3 1 0",FALSE
632,15,"1 2 4 8 16 31 7 11 21 13 14 17 3 6 5","17 48 87 149 210 209 150 90 45 14 3 1 0",FALSE
633,15,"1 2 4 8 16 31 7 11 21 13 14 17 20 10 5","17 48 87 149 210 209 150 90 45 14 3 1 0",FALSE
634,15,"1 2 4 8 16 31 7 11 21 25 13 5 6 9 12","17 48 87 149 210 209 150 90 45 14 3 1 0",FALSE
635,15,"1 2 4 8 16 15 19 21 25 3 5 10 12 17 6","18 45 82 160 220 195 140 96 50 15 2 0 0",FALSE
636,15,"1 2 4 8 16 15 19 21 25 3 29 5 12 18 17","18 45 82 160 220 195 140 96 50 15 2 0 0",FALSE
637,15,"1 2 4 8 16 15 19 21 25 3 29 5 7 17 18","18 46 84 157 212 197 152 98 42 12 4 1 0",FALSE
638,15,"1 2 4 8 16 31 7 11 13 14 17 18 5 3 15","18 46 84 157 212 197 152 98 42 12 4 1 0",FALSE
639,15,"1 2 4 8 16 31 7 11 21 13 3 18 20 5 6","18 46 84 157 212 197 152 98 42 12 4 1 0",FALSE
640,15,"1 2 4 8 16 15 19 21 25 30 3 5 7 22 17","18 47 84 152 212 207 152 88 42 17 4 0 0",FALSE
641,15,"1 2 4 8 16 31 7 11 13 14 17 18 5 6 3","18 47 84 152 212 207 152 88 42 17 4 0 0",FALSE
642,15,"1 2 4 8 16 31 7 11 21 13 17 3 10 15 5","18 47 84 152 212 207 152 88 42 17 4 0 0",FALSE
643,15,"1 2 4 8 16 31 7 11 21 13 14 3 6 9 5","18 53 90 136 196 219 164 88 42 15 2 0 0",FALSE
644,15,"1 2 4 8 16 31 7 11 21 13 14 3 6 10 15","18 53 90 136 196 219 164 88 42 15 2 0 0",FALSE
645,15,"1 2 4 8 16 31 7 11 13 18 20 3 5 15 6","19 46 79 157 222 197 142 98 47 12 3 1 0",FALSE
646,15,"1 2 4 8 16 31 7 11 21 13 17 20 10 15 5","19 46 79 157 222 197 142 98 47 12 3 1 0",FALSE
647,15,"1 2 4 8 16 31 7 11 13 14 17 18 12 3 15","19 48 81 149 214 209 154 90 39 14 5 1 0",FALSE
648,15,"1 2 4 8 16 31 7 11 21 13 3 18 10 15 5","19 48 81 149 214 209 154 90 39 14 5 1 0",FALSE
649,15,"1 2 4 8 16 15 19 21 25 3 5 10 12 6 9","19 49 80 144 219 219 144 80 49 19 0 0 1",FALSE
650,15,"1 2 4 8 16 15 19 21 25 30 3 18 7 22 17","19 49 80 144 219 219 144 80 49 19 0 0 1",FALSE
651,15,"1 2 4 8 16 31 7 11 21 13 14 17 5 10 15","19 50 79 141 222 221 142 82 47 16 3 1 0",FALSE
652,15,"1 2 4 8 16 15 19 21 25 3 5 23 7 17 6","19 51 87 144 198 207 166 96 39 13 3 0 0",FALSE
653,15,"1 2 4 8 16 15 19 21 25 3 5 23 7 17 22","19 51 87 144 198 207 166 96 39 13 3 0 0",FALSE
654,15,"1 2 4 8 16 31 7 11 21 13 14 3 6 10 5","19 52 85 141 206 209 154 98 47 10 1 1 0",FALSE
655,15,"1 2 4 8 16 31 7 11 21 13 14 26 5 10 15","19 57 72 120 243 243 120 72 57 19 0 0 1",FALSE
656,15,"1 2 4 8 16 7 11 19 5 24 9 20 3 12 17","20 45 72 160 240 195 120 96 60 15 0 0 0",FALSE
657,15,"1 2 4 8 16 15 19 21 9 23 3 6 20 17 7","20 50 82 149 208 197 156 106 44 8 2 1 0",FALSE
658,15,"1 2 4 8 16 31 7 11 13 14 17 3 5 10 15","20 51 82 144 208 207 156 96 44 13 2 0 0",FALSE
659,15,"1 2 4 8 16 31 7 11 21 13 14 3 5 10 15","20 53 80 136 216 219 144 88 52 15 0 0 0",FALSE
660,15,"1 2 4 8 16 31 7 11 13 14 3 5 10 12 6","22 61 94 136 188 203 156 88 46 23 6 0 0",FALSE
661,15,"1 2 4 8 16 31 7 11 13 14 3 5 9 6 15","23 60 89 141 198 193 146 98 51 18 5 1 0",FALSE
662,15,"1 2 4 8 16 31 7 11 13 14 3 5 10 12 15","23 61 88 136 203 203 136 88 61 23 0 0 1",FALSE
663,15,"1 2 4 8 16 7 11 13 14 3 5 9 15 6 10","28 77 112 168 232 203 112 56 28 7 0 0 0",FALSE
664,15,"1 2 3 4 5 6 7 8 9 10 11 12 13 14 15","35 105 168 280 435 435 280 168 105 35 0 0 1",FALSE
521,16,"5 6 9 10 12 15 17 18 20 23 24 26 27 28 29 30","6 77 62 168 188 203 188 56 62 7 6 0 0",TRUE
523,16,"5 6 9 10 12 15 18 20 22 23 24 26 27 28 29 30","10 60 90 141 212 193 164 98 34 18 2 1 0",TRUE
524,16,"6 9 10 12 15 17 18 20 22 23 24 26 27 28 29 30","10 61 90 136 212 203 164 88 34 23 2 0 0",TRUE
525,16,"5 9 10 12 15 17 18 20 22 23 24 26 27 28 29 30","11 60 85 141 222 193 154 98 39 18 1 1 0",TRUE
526,16,"6 7 10 11 12 13 14 17 18 20 22 24 26 28 29 31","12 49 108 144 176 219 176 80 36 19 4 0 0",TRUE
527,16,"5 6 9 10 12 15 18 19 20 22 24 25 27 28 29 30","12 51 102 144 192 207 164 96 36 13 6 0 0",TRUE
528,16,"5 6 9 10 12 15 18 19 22 23 24 26 27 28 29 30","12 51 102 144 192 207 164 96 36 13 6 0 0",TRUE
529,16,"3 5 6 9 10 12 15 19 22 23 24 26 27 28 29 30","12 52 100 141 200 209 152 98 44 10 4 1 0",TRUE
530,16,"5 9 10 12 15 18 19 20 22 23 24 25 27 28 29 30","12 53 100 136 200 219 152 88 44 15 4 0 0",TRUE
531,16,"3 5 6 9 10 12 15 18 19 22 23 26 27 28 29 30","12 53 100 136 200 219 152 88 44 15 4 0 0",TRUE
532,16,"5 10 12 15 17 18 19 20 22 23 24 25 27 28 29 30","12 57 100 120 200 243 152 72 44 19 4 0 0",TRUE
534,16,"6 7 11 12 13 14 17 18 20 22 24 26 27 28 29 31","13 48 103 149 186 209 166 90 41 14 3 1 0",TRUE
535,16,"3 5 6 10 12 15 19 22 23 24 25 26 27 28 29 30","13 48 103 149 186 209 166 90 41 14 3 1 0",TRUE
536,16,"5 6 9 10 12 15 19 20 22 23 24 26 27 28 29 30","13 50 97 149 202 197 154 106 41 8 5 1 0",TRUE
537,16,"3 6 9 10 12 15 19 20 22 23 24 26 27 28 29 30","13 50 97 149 202 197 154 106 41 8 5 1 0",TRUE
538,16,"7 10 11 12 13 14 17 18 20 22 24 26 27 28 29 31","13 50 101 141 194 221 154 82 49 16 1 1 0",TRUE
539,16,"5 6 9 10 12 15 19 20 22 23 24 25 27 28 29 30","13 51 96 144 207 207 144 96 51 13 0 0 1",TRUE
540,16,"3 5 9 10 12 15 18 19 22 23 24 26 27 28 29 30","13 51 96 144 207 207 144 96 51 13 0 0 1",TRUE
541,16,"6 9 10 12 15 18 19 20 22 23 24 26 27 28 29 30","13 51 97 144 202 207 154 96 41 13 5 0 0",TRUE
542,16,"3 5 6 10 12 15 18 19 22 23 24 26 27 28 29 30","13 51 97 144 202 207 154 96 41 13 5 0 0",TRUE
543,16,"6 9 10 11 12 13 17 18 20 22 23 24 26 28 30 31","14 45 102 160 180 195 180 96 30 15 6 0 0",TRUE
544,16,"6 9 11 12 13 14 17 18 20 22 23 24 26 27 28 31","14 46 100 157 188 197 168 98 38 12 4 1 0",TRUE
545,16,"6 9 11 13 14 17 18 20 22 23 24 26 27 28 29 31","14 47 100 152 188 207 168 88 38 17 4 0 0",TRUE
546,16,"6 10 11 12 13 14 17 18 20 22 24 26 27 28 29 31","14 47 100 152 188 207 168 88 38 17 4 0 0",TRUE
547,16,"3 5 10 12 15 19 20 22 23 24 25 26 27 28 29 30","14 47 100 152 188 207 168 88 38 17 4 0 0",TRUE
548,16,"5 6 9 10 12 15 19 22 23 24 25 26 27 28 29 30","14 48 98 149 196 209 156 90 46 14 2 1 0",TRUE
549,16,"5 10 12 14 15 18 19 20 22 23 24 26 27 28 29 30","14 48 98 149 196 209 156 90 46 14 2 1 0",TRUE
550,16,"5 9 10 12 14 15 18 19 22 23 24 26 27 28 29 30","14 48 98 149 196 209 156 90 46 14 2 1 0",TRUE
551,16,"7 9 11 13 14 17 18 20 22 23 24 26 27 28 29 31","14 49 98 144 196 219 156 80 46 19 2 0 0",TRUE
552,16,"5 9 10 12 15 18 19 22 23 24 25 26 27 28 29 30","14 49 98 144 196 219 156 80 46 19 2 0 0",TRUE
553,16,"3 9 10 12 15 18 19 20 22 23 24 26 27 28 29 30","14 50 92 149 212 197 144 106 46 8 4 1 0",TRUE
554,16,"6 9 10 12 15 18 19 20 22 23 24 25 27 28 29 30","14 51 92 144 212 207 144 96 46 13 4 0 0",TRUE
555,16,"3 6 10 12 15 18 19 20 22 23 24 26 27 28 29 30","14 51 92 144 212 207 144 96 46 13 4 0 0",TRUE
556,16,"3 6 9 10 12 15 18 19 22 23 24 26 27 28 29 30","14 51 92 144 212 207 144 96 46 13 4 0 0",TRUE
557,16,"5 9 12 15 17 18 19 20 22 23 24 25 27 28 29 30","14 53 94 136 204 219 156 88 38 15 6 0 0",TRUE
558,16,"6 10 12 15 17 18 19 20 22 23 24 26 27 28 29 30","14 53 94 136 204 219 156 88 38 15 6 0 0",TRUE
559,16,"6 7 9 11 12 13 14 18 20 22 23 24 26 27 28 31","15 44 97 165 190 185 170 106 35 10 5 1 0",TRUE
560,16,"6 7 9 11 13 14 17 20 22 23 24 26 27 28 30 31","15 45 96 160 195 195 160 96 45 15 0 0 1",TRUE
561,16,"6 9 11 12 13 14 17 18 20 22 23 24 27 28 29 31","15 45 96 160 195 195 160 96 45 15 0 0 1",TRUE
562,16,"6 7 9 11 13 14 18 20 22 23 24 26 27 28 29 31","15 45 96 160 195 195 160 96 45 15 0 0 1",TRUE
563,16,"5 6 9 10 14 15 19 20 22 23 25 26 27 28 29 30","15 45 96 160 195 195 160 96 45 15 0 0 1",TRUE
565,16,"6 9 10 11 12 13 14 17 20 22 23 24 26 28 30 31","15 45 97 160 190 195 170 96 35 15 5 0 0",TRUE
566,16,"6 9 12 13 14 17 18 20 22 23 24 26 27 28 29 31","15 45 97 160 190 195 170 96 35 15 5 0 0",TRUE
567,16,"6 9 10 11 12 13 14 18 20 22 23 24 26 28 30 31","15 46 95 157 198 197 158 98 43 12 3 1 0",TRUE
568,16,"3 5 9 12 15 19 20 22 23 24 25 26 27 28 29 30","15 46 95 157 198 197 158 98 43 12 3 1 0",TRUE
569,16,"5 6 9 14 15 18 19 20 22 23 25 26 27 28 29 30","15 46 95 157 198 197 158 98 43 12 3 1 0",TRUE
570,16,"6 9 10 12 14 15 19 20 22 23 24 26 27 28 29 30","15 46 95 157 198 197 158 98 43 12 3 1 0",TRUE
