"idx","num_of_columns","columns","wlp","is_comp"
571,16,"5 9 10 12 14 15 19 20 22 23 24 26 27 28 29 30","15 46 95 157 198 197 158 98 43 12 3 1 0",TRUE
572,16,"6 9 10 12 14 15 17 19 22 23 24 26 27 28 29 30","15 46 95 157 198 197 158 98 43 12 3 1 0",TRUE
573,16,"5 6 9 10 12 14 15 17 19 22 23 26 27 28 29 30","15 46 95 157 198 197 158 98 43 12 3 1 0",TRUE
574,16,"5 9 10 12 15 19 20 22 23 24 25 26 27 28 29 30","15 47 95 152 198 207 158 88 43 17 3 0 0",TRUE
575,16,"3 9 10 12 15 19 20 22 23 24 25 26 27 28 29 30","15 47 95 152 198 207 158 88 43 17 3 0 0",TRUE
576,16,"5 6 9 12 15 18 19 22 23 24 25 26 27 28 29 30","15 47 95 152 198 207 158 88 43 17 3 0 0",TRUE
577,16,"6 9 10 14 15 18 19 20 22 23 25 26 27 28 29 30","15 47 95 152 198 207 158 88 43 17 3 0 0",TRUE
578,16,"9 10 12 14 15 18 19 20 22 23 24 26 27 28 29 30","15 47 95 152 198 207 158 88 43 17 3 0 0",TRUE
579,16,"3 6 9 10 12 15 19 22 23 24 25 26 27 28 29 30","15 48 93 149 206 209 146 90 51 14 1 1 0",TRUE
580,16,"5 9 12 14 15 17 19 20 22 23 24 26 27 28 29 30","15 48 93 149 206 209 146 90 51 14 1 1 0",TRUE
581,16,"9 10 11 12 13 14 17 18 20 22 24 26 27 28 29 31","15 50 95 141 198 221 158 82 43 16 3 1 0",TRUE
582,16,"5 10 12 15 18 19 20 22 23 24 25 26 27 28 29 30","15 50 95 141 198 221 158 82 43 16 3 1 0",TRUE
583,16,"9 10 12 15 17 18 19 20 22 23 24 26 27 28 29 30","15 52 89 141 214 209 146 98 43 10 5 1 0",TRUE
584,16,"3 10 12 15 17 18 19 20 22 23 24 26 27 28 29 30","15 52 89 141 214 209 146 98 43 10 5 1 0",TRUE
585,16,"9 10 12 15 17 18 19 20 22 23 24 25 27 28 29 30","15 53 88 136 219 219 136 88 53 15 0 0 1",TRUE
587,16,"5 6 10 12 14 18 19 20 22 23 25 26 27 28 29 30","16 44 92 165 200 185 160 106 40 10 4 1 0",TRUE
588,16,"6 9 10 11 13 14 17 20 22 23 24 26 27 28 30 31","16 45 92 160 200 195 160 96 40 15 4 0 0",TRUE
589,16,"7 9 10 11 12 13 14 18 20 22 23 24 26 28 30 31","16 45 92 160 200 195 160 96 40 15 4 0 0",TRUE
590,16,"9 10 11 12 13 14 17 18 20 22 23 24 26 28 30 31","16 45 92 160 200 195 160 96 40 15 4 0 0",TRUE
591,16,"6 9 11 12 13 14 18 20 22 23 24 26 27 28 29 31","16 45 92 160 200 195 160 96 40 15 4 0 0",TRUE
592,16,"5 6 9 12 14 18 19 20 22 24 25 26 27 28 29 30","16 45 92 160 200 195 160 96 40 15 4 0 0",TRUE
593,16,"5 6 9 12 14 15 18 19 22 24 25 26 27 28 29 30","16 45 92 160 200 195 160 96 40 15 4 0 0",TRUE
594,16,"5 6 9 10 14 18 19 20 22 23 25 26 27 28 29 30","16 45 92 160 200 195 160 96 40 15 4 0 0",TRUE
595,16,"6 9 10 12 14 18 19 20 22 23 25 26 27 28 29 30","16 45 92 160 200 195 160 96 40 15 4 0 0",TRUE
596,16,"5 6 9 12 14 18 19 20 22 23 25 26 27 28 29 30","16 45 92 160 200 195 160 96 40 15 4 0 0",TRUE
597,16,"6 9 10 12 15 19 20 22 23 24 25 26 27 28 29 30","16 46 90 157 208 197 148 98 48 12 2 1 0",TRUE
598,16,"6 9 12 14 15 18 19 20 22 23 25 26 27 28 29 30","16 46 90 157 208 197 148 98 48 12 2 1 0",TRUE
599,16,"9 10 12 14 15 17 19 20 22 23 24 26 27 28 29 30","16 46 90 157 208 197 148 98 48 12 2 1 0",TRUE
600,16,"7 9 11 13 14 17 18 20 22 23 24 26 27 28 30 31","16 47 90 152 208 207 148 88 48 17 2 0 0",TRUE
601,16,"3 6 9 12 15 19 20 22 23 24 25 26 27 28 29 30","16 47 90 152 208 207 148 88 48 17 2 0 0",TRUE
602,16,"6 9 10 12 15 18 19 22 23 24 25 26 27 28 29 30","16 47 90 152 208 207 148 88 48 17 2 0 0",TRUE
603,16,"5 9 10 12 14 15 17 19 22 23 24 26 27 28 29 30","16 47 90 152 208 207 148 88 48 17 2 0 0",TRUE
604,16,"6 9 10 11 12 13 14 18 20 22 24 26 27 28 29 31","16 47 94 152 192 207 172 88 32 17 6 0 0",TRUE
605,16,"3 9 10 15 19 20 21 22 23 24 25 26 27 28 29 30","16 47 94 152 192 207 172 88 32 17 6 0 0",TRUE
606,16,"3 10 12 15 19 20 21 22 23 24 25 26 27 28 29 30","16 48 92 149 200 209 160 90 40 14 4 1 0",TRUE
607,16,"5 9 12 15 18 19 20 22 23 24 25 26 27 28 29 30","16 48 92 149 200 209 160 90 40 14 4 1 0",TRUE
608,16,"10 12 14 15 17 18 19 20 22 23 24 26 27 28 29 30","16 48 92 149 200 209 160 90 40 14 4 1 0",TRUE
610,16,"3 5 6 9 12 18 19 22 23 24 25 26 27 28 29 30","16 49 92 144 200 219 160 80 40 19 4 0 0",TRUE
611,16,"6 10 14 15 17 18 19 20 22 23 24 26 27 28 29 30","16 49 92 144 200 219 160 80 40 19 4 0 0",TRUE
612,16,"6 9 12 15 17 18 19 20 22 23 24 25 27 28 29 30","16 53 84 136 224 219 136 88 48 15 4 0 0",TRUE
613,16,"3 6 10 15 17 18 19 20 22 23 24 26 27 28 29 30","16 53 84 136 224 219 136 88 48 15 4 0 0",TRUE
615,16,"6 7 9 11 13 14 18 20 22 23 24 26 27 28 30 31","17 44 87 165 210 185 150 106 45 10 3 1 0",TRUE
616,16,"5 6 9 12 14 17 19 22 23 24 25 26 27 28 29 30","17 44 87 165 210 185 150 106 45 10 3 1 0",TRUE
617,16,"6 9 12 14 15 17 19 22 23 24 25 26 27 28 29 30","17 45 87 160 210 195 150 96 45 15 3 0 0",TRUE
618,16,"5 9 12 14 15 17 19 22 23 24 25 26 27 28 29 30","17 45 87 160 210 195 150 96 45 15 3 0 0",TRUE
619,16,"5 6 12 14 15 18 19 20 22 23 25 26 27 28 29 30","17 45 87 160 210 195 150 96 45 15 3 0 0",TRUE
620,16,"3 9 10 12 14 15 17 19 22 23 24 26 27 28 29 30","17 46 85 157 218 197 138 98 53 12 1 1 0",TRUE
621,16,"9 10 11 12 13 14 17 20 22 23 24 26 27 28 30 31","17 46 89 157 202 197 162 98 37 12 5 1 0",TRUE
622,16,"9 10 11 12 13 14 18 20 22 23 24 26 27 28 29 31","17 46 89 157 202 197 162 98 37 12 5 1 0",TRUE
623,16,"6 10 12 15 19 20 21 22 23 24 25 26 27 28 29 30","17 46 89 157 202 197 162 98 37 12 5 1 0",TRUE
624,16,"3 6 10 15 19 20 21 22 23 24 25 26 27 28 29 30","17 46 89 157 202 197 162 98 37 12 5 1 0",TRUE
625,16,"5 6 12 14 18 19 20 22 23 24 25 26 27 28 29 30","17 46 89 157 202 197 162 98 37 12 5 1 0",TRUE
626,16,"9 10 11 12 13 14 17 18 20 23 24 26 27 28 29 31","17 47 88 152 207 207 152 88 47 17 0 0 1",TRUE
627,16,"3 9 10 12 19 20 21 22 23 24 25 26 27 28 29 30","17 47 88 152 207 207 152 88 47 17 0 0 1",TRUE
628,16,"6 9 10 12 14 15 18 19 22 24 25 26 27 28 29 30","17 47 88 152 207 207 152 88 47 17 0 0 1",TRUE
629,16,"6 9 10 15 19 20 21 22 23 24 25 26 27 28 29 30","17 47 89 152 202 207 162 88 37 17 5 0 0",TRUE
630,16,"9 10 12 14 15 18 19 20 22 24 25 26 27 28 29 30","17 47 89 152 202 207 162 88 37 17 5 0 0",TRUE
631,16,"6 9 12 15 18 19 20 22 23 24 25 26 27 28 29 30","17 48 87 149 210 209 150 90 45 14 3 1 0",TRUE
632,16,"9 10 12 15 18 19 20 22 23 24 25 26 27 28 29 30","17 48 87 149 210 209 150 90 45 14 3 1 0",TRUE
633,16,"3 6 9 12 15 18 19 22 23 24 25 26 27 28 29 30","17 48 87 149 210 209 150 90 45 14 3 1 0",TRUE
634,16,"3 10 14 15 17 18 19 20 22 23 24 26 27 28 29 30","17 48 87 149 210 209 150 90 45 14 3 1 0",TRUE
635,16,"7 9 11 13 14 18 20 22 23 24 26 27 28 29 30 31","18 45 82 160 220 195 140 96 50 15 2 0 0",TRUE
636,16,"6 7 9 10 11 13 14 20 22 23 24 26 27 28 30 31","18 45 82 160 220 195 140 96 50 15 2 0 0",TRUE
637,16,"6 9 10 11 12 13 14 20 22 23 24 26 27 28 30 31","18 46 84 157 212 197 152 98 42 12 4 1 0",TRUE
638,16,"6 9 10 12 19 20 21 22 23 24 25 26 27 28 29 30","18 46 84 157 212 197 152 98 42 12 4 1 0",TRUE
639,16,"9 10 12 14 15 17 19 22 23 24 25 26 27 28 29 30","18 46 84 157 212 197 152 98 42 12 4 1 0",TRUE
640,16,"6 9 10 11 12 13 14 18 20 23 24 26 27 28 29 31","18 47 84 152 212 207 152 88 42 17 4 0 0",TRUE
641,16,"9 10 12 15 19 20 21 22 23 24 25 26 27 28 29 30","18 47 84 152 212 207 152 88 42 17 4 0 0",TRUE
642,16,"6 9 12 14 18 19 20 22 23 24 25 26 27 28 29 30","18 47 84 152 212 207 152 88 42 17 4 0 0",TRUE
643,16,"10 12 15 17 18 19 20 22 23 24 25 26 27 28 29 30","18 53 90 136 196 219 164 88 42 15 2 0 0",TRUE
644,16,"5 9 12 17 18 19 20 22 23 24 25 26 27 28 29 30","18 53 90 136 196 219 164 88 42 15 2 0 0",TRUE
645,16,"9 10 12 14 17 19 21 22 23 24 25 26 27 28 29 30","19 46 79 157 222 197 142 98 47 12 3 1 0",TRUE
646,16,"3 6 9 12 14 18 19 22 23 24 25 26 27 28 29 30","19 46 79 157 222 197 142 98 47 12 3 1 0",TRUE
647,16,"5 6 9 10 19 20 21 22 23 24 25 26 27 28 29 30","19 48 81 149 214 209 154 90 39 14 5 1 0",TRUE
648,16,"6 9 12 14 17 19 20 22 23 24 25 26 27 28 29 30","19 48 81 149 214 209 154 90 39 14 5 1 0",TRUE
650,16,"5 6 9 10 11 12 13 14 20 23 24 26 27 28 29 31","19 49 80 144 219 219 144 80 49 19 0 0 1",TRUE
651,16,"3 6 9 12 18 19 20 22 23 24 25 26 27 28 29 30","19 50 79 141 222 221 142 82 47 16 3 1 0",TRUE
652,16,"9 10 11 12 13 14 18 20 22 24 26 27 28 29 30 31","19 51 87 144 198 207 166 96 39 13 3 0 0",TRUE
653,16,"6 9 10 11 12 13 14 18 20 24 26 27 28 29 30 31","19 51 87 144 198 207 166 96 39 13 3 0 0",TRUE
654,16,"9 12 15 17 18 19 20 22 23 24 25 26 27 28 29 30","19 52 85 141 206 209 154 98 47 10 1 1 0",TRUE
657,16,"5 10 11 12 13 14 18 22 24 25 26 27 28 29 30 31","20 50 82 149 208 197 156 106 44 8 2 1 0",TRUE
658,16,"6 9 12 18 19 20 21 22 23 24 25 26 27 28 29 30","20 51 82 144 208 207 156 96 44 13 2 0 0",TRUE
660,16,"9 15 17 18 19 20 21 22 23 24 25 26 27 28 29 30","22 61 94 136 188 203 156 88 46 23 6 0 0",TRUE
661,16,"10 12 17 18 19 20 21 22 23 24 25 26 27 28 29 30","23 60 89 141 198 193 146 98 51 18 5 1 0",TRUE
392,17,"5 6 9 10 12 15 17 18 20 22 23 24 26 27 28 29 30","5 55 45 96 106 87 82 16 17 1 1 0",TRUE
394,17,"3 5 6 9 10 12 15 19 20 22 23 24 26 27 28 29 30","8 42 64 85 112 85 64 42 8 0 0 1",TRUE
395,17,"5 6 9 10 12 15 18 19 20 22 23 24 26 27 28 29 30","8 42 65 84 108 89 70 36 4 4 1 0",TRUE
396,17,"5 6 9 10 12 15 18 19 20 22 23 24 25 27 28 29 30","8 43 64 80 112 95 64 32 8 5 0 0",TRUE
397,17,"3 5 6 9 10 12 15 18 19 22 23 24 26 27 28 29 30","8 43 64 80 112 95 64 32 8 5 0 0",TRUE
398,17,"5 9 10 12 15 17 18 19 20 22 23 24 25 27 28 29 30","8 45 64 72 112 107 64 24 8 7 0 0",TRUE
399,17,"6 7 10 11 12 13 14 17 18 20 22 24 26 27 28 29 31","9 37 73 84 94 103 70 28 9 3 1 0",TRUE
400,17,"3 5 6 9 10 12 15 19 22 23 24 25 26 27 28 29 30","9 39 69 80 106 103 58 32 13 1 1 0",TRUE
401,17,"7 9 10 11 12 13 14 17 18 20 22 24 26 27 28 29 31","9 41 69 72 106 115 58 24 13 3 1 0",TRUE
402,17,"3 6 9 10 12 15 18 19 20 22 23 24 26 27 28 29 30","9 42 60 84 118 89 60 36 9 4 0 0",TRUE
403,17,"6 9 10 12 15 17 18 19 20 22 23 24 26 27 28 29 30","9 43 61 80 114 95 66 32 5 5 1 0",TRUE
404,17,"6 7 9 11 12 13 14 17 18 20 22 23 24 26 27 28 31","10 34 72 93 92 93 72 34 10 0 0 1",TRUE
405,17,"6 7 9 11 13 14 17 18 20 22 23 24 26 27 28 29 31","10 35 72 88 92 103 72 24 10 5 0 0",TRUE
406,17,"3 5 9 10 12 15 19 20 22 23 24 25 26 27 28 29 30","10 36 69 88 100 97 66 32 10 2 1 0",TRUE
407,17,"5 9 10 12 14 15 18 19 20 22 23 24 26 27 28 29 30","10 36 69 88 100 97 66 32 10 2 1 0",TRUE
408,17,"5 6 9 10 12 15 18 19 22 23 24 25 26 27 28 29 30","10 37 68 84 104 103 60 28 14 3 0 0",TRUE
409,17,"6 9 10 12 14 15 18 19 20 22 23 24 26 27 28 29 30","10 37 68 84 104 103 60 28 14 3 0 0",TRUE
410,17,"3 9 10 12 15 17 18 19 20 22 23 24 26 27 28 29 30","10 42 56 85 124 85 56 42 10 0 0 1",TRUE
411,17,"6 9 10 12 15 17 18 19 20 22 23 24 25 27 28 29 30","10 43 56 80 124 95 56 32 10 5 0 0",TRUE
413,17,"6 9 10 11 12 13 14 17 18 20 22 23 24 26 28 30 31","11 33 69 96 94 91 74 32 7 3 1 0",TRUE
414,17,"6 9 11 12 13 14 17 18 20 22 23 24 26 27 28 29 31","11 34 68 92 98 97 68 28 11 4 0 0",TRUE
415,17,"5 6 9 10 14 15 18 19 20 22 23 25 26 27 28 29 30","11 34 68 92 98 97 68 28 11 4 0 0",TRUE
416,17,"5 6 9 10 12 14 15 19 20 22 23 24 26 27 28 29 30","11 35 65 92 106 91 62 36 11 1 1 0",TRUE
417,17,"6 9 10 12 14 15 17 19 20 22 23 24 26 27 28 29 30","11 35 65 92 106 91 62 36 11 1 1 0",TRUE
418,17,"5 6 9 10 12 14 15 17 19 22 23 24 26 27 28 29 30","11 35 65 92 106 91 62 36 11 1 1 0",TRUE
419,17,"6 9 10 11 12 13 14 17 18 20 22 24 26 27 28 29 31","11 35 69 88 94 103 74 24 7 5 1 0",TRUE
420,17,"5 6 9 10 12 15 19 20 22 23 24 25 26 27 28 29 30","11 36 64 88 110 97 56 32 15 2 0 0",TRUE
421,17,"3 6 9 10 12 15 19 20 22 23 24 25 26 27 28 29 30","11 36 64 88 110 97 56 32 15 2 0 0",TRUE
422,17,"5 9 10 12 14 15 17 19 20 22 23 24 26 27 28 29 30","11 36 64 88 110 97 56 32 15 2 0 0",TRUE
423,17,"5 9 10 12 15 18 19 20 22 23 24 25 26 27 28 29 30","11 37 65 84 106 103 62 28 11 3 1 0",TRUE
424,17,"3 5 6 9 12 15 18 19 22 23 24 25 26 27 28 29 30","11 37 65 84 106 103 62 28 11 3 1 0",TRUE
425,17,"6 10 12 14 15 17 18 19 20 22 23 24 26 27 28 29 30","11 37 65 84 106 103 62 28 11 3 1 0",TRUE
426,17,"5 6 9 10 12 14 18 19 20 22 23 25 26 27 28 29 30","12 32 65 100 100 85 70 36 8 2 1 0",TRUE
427,17,"6 7 9 11 13 14 17 18 20 22 23 24 26 27 28 30 31","12 33 64 96 104 91 64 32 12 3 0 0",TRUE
428,17,"6 7 9 10 11 13 14 17 20 22 23 24 26 27 28 30 31","12 33 64 96 104 91 64 32 12 3 0 0",TRUE
429,17,"7 9 10 11 12 13 14 17 18 20 22 23 24 26 28 30 31","12 33 64 96 104 91 64 32 12 3 0 0",TRUE
430,17,"6 7 9 11 12 13 14 18 20 22 23 24 26 27 28 29 31","12 33 64 96 104 91 64 32 12 3 0 0",TRUE
431,17,"5 6 9 12 14 15 18 19 20 22 24 25 26 27 28 29 30","12 33 64 96 104 91 64 32 12 3 0 0",TRUE
432,17,"6 9 10 12 14 15 18 19 20 22 23 25 26 27 28 29 30","12 33 64 96 104 91 64 32 12 3 0 0",TRUE
433,17,"5 6 10 12 14 15 18 19 20 22 23 25 26 27 28 29 30","12 33 64 96 104 91 64 32 12 3 0 0",TRUE
434,17,"5 6 9 12 14 15 18 19 20 22 23 25 26 27 28 29 30","12 33 64 96 104 91 64 32 12 3 0 0",TRUE
436,17,"7 9 10 11 12 13 14 17 20 22 23 24 26 27 28 30 31","12 34 64 93 104 93 64 34 12 0 0 1",TRUE
437,17,"7 9 10 11 12 13 14 18 20 22 23 24 26 27 28 29 31","12 34 64 93 104 93 64 34 12 0 0 1",TRUE
438,17,"3 6 10 12 15 19 20 21 22 23 24 25 26 27 28 29 30","12 34 64 93 104 93 64 34 12 0 0 1",TRUE
439,17,"5 6 10 12 14 18 19 20 22 23 24 25 26 27 28 29 30","12 34 64 93 104 93 64 34 12 0 0 1",TRUE
440,17,"3 6 9 10 15 19 20 21 22 23 24 25 26 27 28 29 30","12 34 65 92 100 97 70 28 8 4 1 0",TRUE
441,17,"5 9 10 12 14 15 18 19 20 22 24 25 26 27 28 29 30","12 34 65 92 100 97 70 28 8 4 1 0",TRUE
442,17,"3 9 10 12 14 15 17 19 20 22 23 24 26 27 28 29 30","12 35 60 92 116 91 52 36 16 1 0 0",TRUE
443,17,"9 10 11 12 13 14 17 18 20 22 23 24 26 27 28 29 31","12 35 64 88 104 103 64 24 12 5 0 0",TRUE
444,17,"6 9 10 11 12 13 14 17 18 20 23 24 26 27 28 29 31","12 35 64 88 104 103 64 24 12 5 0 0",TRUE
445,17,"3 9 10 12 15 19 20 21 22 23 24 25 26 27 28 29 30","12 35 64 88 104 103 64 24 12 5 0 0",TRUE
446,17,"6 9 10 12 14 15 18 19 20 22 24 25 26 27 28 29 30","12 35 64 88 104 103 64 24 12 5 0 0",TRUE
447,17,"5 6 9 10 12 14 15 18 19 22 24 25 26 27 28 29 30","12 35 64 88 104 103 64 24 12 5 0 0",TRUE
448,17,"6 9 10 12 15 18 19 20 22 23 24 25 26 27 28 29 30","12 36 61 88 112 97 58 32 12 2 1 0",TRUE
449,17,"9 10 12 14 15 17 18 19 20 22 23 24 26 27 28 29 30","12 36 61 88 112 97 58 32 12 2 1 0",TRUE
450,17,"3 10 12 14 15 17 18 19 20 22 23 24 26 27 28 29 30","12 36 61 88 112 97 58 32 12 2 1 0",TRUE
451,17,"3 6 9 10 12 15 18 19 22 23 24 25 26 27 28 29 30","12 37 60 84 116 103 52 28 16 3 0 0",TRUE
453,17,"5 6 9 10 11 12 13 14 17 20 23 24 26 27 28 29 31","12 37 64 80 104 115 64 16 12 7 0 0",TRUE
456,17,"6 7 9 11 12 13 14 18 20 22 23 24 26 27 28 30 31","13 31 61 104 106 79 66 40 9 1 1 0",TRUE
457,17,"5 6 9 12 14 15 17 19 22 23 24 25 26 27 28 29 30","13 32 60 100 110 85 60 36 13 2 0 0",TRUE
458,17,"5 6 9 12 14 15 19 20 22 23 24 25 26 27 28 29 30","13 32 60 100 110 85 60 36 13 2 0 0",TRUE
459,17,"7 9 10 11 12 13 14 18 20 22 23 24 26 27 28 30 31","13 33 61 96 106 91 66 32 9 3 1 0",TRUE
460,17,"9 10 11 12 13 14 17 18 20 22 23 24 26 27 28 30 31","13 33 61 96 106 91 66 32 9 3 1 0",TRUE
461,17,"6 9 10 11 12 13 14 18 20 22 23 24 26 27 28 30 31","13 33 61 96 106 91 66 32 9 3 1 0",TRUE
462,17,"5 10 11 12 13 14 17 18 22 23 24 26 27 28 29 30 31","13 33 61 96 106 91 66 32 9 3 1 0",TRUE
463,17,"6 9 10 11 12 13 14 18 20 22 23 24 26 27 28 29 31","13 33 61 96 106 91 66 32 9 3 1 0",TRUE
464,17,"6 9 10 12 14 15 17 19 22 23 24 25 26 27 28 29 30","13 33 61 96 106 91 66 32 9 3 1 0",TRUE
465,17,"5 6 9 12 14 18 19 20 22 23 24 25 26 27 28 29 30","13 33 61 96 106 91 66 32 9 3 1 0",TRUE
466,17,"6 9 10 12 14 15 19 20 22 23 24 25 26 27 28 29 30","13 33 61 96 106 91 66 32 9 3 1 0",TRUE
467,17,"3 5 6 9 12 14 18 19 22 23 24 25 26 27 28 29 30","13 33 61 96 106 91 66 32 9 3 1 0",TRUE
468,17,"6 9 10 12 15 19 20 21 22 23 24 25 26 27 28 29 30","13 34 60 92 110 97 60 28 13 4 0 0",TRUE
469,17,"5 9 10 12 14 15 17 19 22 23 24 25 26 27 28 29 30","13 34 60 92 110 97 60 28 13 4 0 0",TRUE
470,17,"5 6 12 14 15 18 19 20 22 23 24 25 26 27 28 29 30","13 34 60 92 110 97 60 28 13 4 0 0",TRUE
471,17,"6 9 12 14 15 18 19 20 22 23 24 25 26 27 28 29 30","13 34 60 92 110 97 60 28 13 4 0 0",TRUE
472,17,"5 6 9 10 15 19 20 21 22 23 24 25 26 27 28 29 30","13 35 61 88 106 103 66 24 9 5 1 0",TRUE
473,17,"9 10 12 14 15 18 19 20 22 23 24 25 26 27 28 29 30","13 35 61 88 106 103 66 24 9 5 1 0",TRUE
474,17,"3 6 9 12 15 18 19 20 22 23 24 25 26 27 28 29 30","13 37 57 84 118 103 54 28 13 3 1 0",TRUE
475,17,"3 6 10 14 15 17 18 19 20 22 23 24 26 27 28 29 30","13 37 57 84 118 103 54 28 13 3 1 0",TRUE
476,17,"5 9 12 15 17 18 19 20 22 23 24 25 26 27 28 29 30","13 39 61 80 106 103 66 32 9 1 1 0",TRUE
477,17,"6 7 9 11 13 14 18 20 22 23 24 26 27 28 29 30 31","14 31 56 104 116 79 56 40 14 1 0 0",TRUE
478,17,"5 7 12 13 14 17 18 20 22 23 24 25 26 27 28 29 30","14 32 57 100 112 85 62 36 10 2 1 0",TRUE
479,17,"5 10 11 12 13 14 17 18 20 22 24 25 26 27 28 29 30","14 32 57 100 112 85 62 36 10 2 1 0",TRUE
480,17,"6 7 9 10 11 13 14 18 20 22 23 24 26 27 28 30 31","14 33 56 96 116 91 56 32 14 3 0 0",TRUE
481,17,"6 9 10 12 14 17 19 21 22 23 24 25 26 27 28 29 30","14 33 56 96 116 91 56 32 14 3 0 0",TRUE
482,17,"3 6 9 12 14 15 18 19 22 23 24 25 26 27 28 29 30","14 33 56 96 116 91 56 32 14 3 0 0",TRUE
483,17,"6 9 10 12 14 15 17 18 19 22 24 25 26 27 28 29 30","14 33 56 96 116 91 56 32 14 3 0 0",TRUE
484,17,"5 6 9 10 12 19 20 21 22 23 24 25 26 27 28 29 30","14 34 56 93 116 93 56 34 14 0 0 1",TRUE
485,17,"5 6 9 12 14 17 19 20 22 23 24 25 26 27 28 29 30","14 34 56 93 116 93 56 34 14 0 0 1",TRUE
486,17,"9 10 12 14 15 17 18 19 22 23 24 25 26 27 28 29 30","14 34 56 93 116 93 56 34 14 0 0 1",TRUE
487,17,"7 11 12 13 14 17 18 20 22 23 24 25 26 27 28 29 30","14 34 57 92 112 97 62 28 10 4 1 0",TRUE
488,17,"10 11 12 13 14 17 18 20 22 23 24 26 27 28 29 30 31","14 34 57 92 112 97 62 28 10 4 1 0",TRUE
490,17,"5 6 9 10 11 12 13 14 20 22 23 24 26 27 28 29 31","14 35 56 88 116 103 56 24 14 5 0 0",TRUE
491,17,"6 9 10 11 12 13 14 18 20 22 24 26 27 28 29 30 31","14 36 61 88 100 97 74 32 6 2 1 0",TRUE
492,17,"9 10 11 12 13 14 17 18 20 22 24 26 27 28 29 30 31","14 37 60 84 104 103 68 28 10 3 0 0",TRUE
493,17,"6 9 12 15 18 19 20 21 22 23 24 25 26 27 28 29 30","14 37 60 84 104 103 68 28 10 3 0 0",TRUE
495,17,"9 10 12 15 17 18 19 20 22 23 24 25 26 27 28 29 30","14 39 56 80 116 103 56 32 14 1 0 0",TRUE
496,17,"6 9 10 12 14 17 18 20 21 22 25 26 27 28 29 30 31","15 33 53 96 118 91 58 32 11 3 1 0",TRUE
497,17,"3 5 10 11 12 13 14 18 20 22 24 26 27 28 29 30 31","15 33 53 96 118 91 58 32 11 3 1 0",TRUE
498,17,"9 10 12 14 15 17 19 21 22 23 24 25 26 27 28 29 30","15 33 53 96 118 91 58 32 11 3 1 0",TRUE
499,17,"3 6 9 12 14 18 19 20 22 23 24 25 26 27 28 29 30","15 35 53 88 118 103 58 24 11 5 1 0",TRUE
500,17,"5 7 10 11 12 13 14 18 22 24 25 26 27 28 29 30 31","15 35 57 92 106 91 70 36 7 1 1 0",TRUE
